"지구별","주차장명","주차대수","이용시간","날짜"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-003","망원23주차장","26510","2474548","2021/04"
"PLT-007","양화345주차장","41602","2896583","2021/04"
"PLT-006","광나루3주차장","22223","1345109","2021/04"
"PLT-005","뚝섬3주차장","13590","1221166","2021/04"
"PLT-009","반포23주차장","86253","6082502","2021/04"
"PLT-008","여의도4주차장","5568","1713819","2021/04"
"PLT-008","여의도1주차장","86054","10001001","2021/04"
"PLT-004","이촌34주차장","37619","3121246","2021/04"
"PLT-005","뚝섬1주차장","7459","533344","2021/04"
"PLT-011","잠실1234주차장","107116","6872543","2021/04"
"PLT-005","뚝섬4주차장","23292","2073411","2021/04"
"PLT-005","뚝섬3주차장","13590","1221166","2021/04"
"PLT-010","잠원1-6주차장","110704","9451630","2021/04"
"PLT-010","잠원1-6주차장","110704","9451630","2021/04"
"PLT-005","뚝섬3주차장","13590","1221166","2021/04"
"PLT-005","뚝섬4주차장","23292","2073411","2021/04"
"PLT-008","여의도3주차장","37225","9425225","2021/04"
"PLT-001","강서1주차장","6965","570505","2021/04"
"PLT-005","뚝섬2주차장","27393","2839600","2021/04"
"PLT-009","반포1주차장","36933","2241015","2021/04"
"PLT-004","이촌1주차장","3239","224897","2021/04"
"PLT-006","광나루12주차장","28186","2073544","2021/04"
"PLT-008","여의도5주차장","9095","2796442","2021/04"
"PLT-007","양화2주차장","2609","252041","2021/04"
"PLT-007","양화1주차장","12204","1083018","2021/04"
"PLT-004","이촌2주차장","12798","870511","2021/04"
"PLT-002","난지123주차장","66325","3347319","2021/04"
"PLT-009","반포23주차장","86253","6082502","2021/04"
"PLT-008","여의도2주차장","40717","5071084","2021/04"
"PLT-008","여의도4주차장","5568","1713819","2021/04"
"PLT-008","여의도1주차장","86054","10001001","2021/04"
"PLT-004","이촌34주차장","37619","3121246","2021/04"
"PLT-011","잠실1234주차장","107116","6872543","2021/04"
"PLT-005","뚝섬1주차장","7459","533344","2021/04"
"PLT-011","잠실1234주차장","107116","6872543","2021/04"
"PLT-004","이촌34주차장","37619","3121246","2021/04"
"PLT-008","여의도1주차장","86054","10001001","2021/04"
"PLT-008","여의도4주차장","5568","1713819","2021/04"
"PLT-008","여의도2주차장","40717","5071084","2021/04"
"PLT-005","뚝섬4주차장","23292","2073411","2021/04"
"PLT-003","망원1주차장","12575","999861","2021/04"
"PLT-003","망원23주차장","26510","2474548","2021/04"
"PLT-003","망원23주차장","26510","2474548","2021/04"
"PLT-007","양화345주차장","41602","2896583","2021/04"
"PLT-006","광나루3주차장","22223","1345109","2021/04"
"PLT-005","뚝섬1주차장","7459","533344","2021/04"
"PLT-007","양화345주차장","41602","2896583","2021/04"
"PLT-009","반포23주차장","86253","6082502","2021/04"
"PLT-002","난지123주차장","66325","3347319","2021/04"
"PLT-004","이촌2주차장","12798","870511","2021/04"
"PLT-007","양화1주차장","12204","1083018","2021/04"
"PLT-008","여의도2주차장","40717","5071084","2021/04"
"PLT-006","광나루3주차장","22223","1345109","2021/04"
"PLT-007","양화345주차장","41602","2896583","2021/04"
"PLT-003","망원23주차장","26510","2474548","2021/04"
"PLT-006","광나루3주차장","22223","1345109","2021/04"
"PLT-007","양화2주차장","2609","252041","2021/04"
"PLT-008","여의도5주차장","9095","2796442","2021/04"
"PLT-006","광나루12주차장","28186","2073544","2021/04"
"PLT-008","여의도4주차장","5568","1713819","2021/04"
"PLT-008","여의도1주차장","86054","10001001","2021/04"
"PLT-004","이촌34주차장","37619","3121246","2021/04"
"PLT-011","잠실1234주차장","107116","6872543","2021/04"
"PLT-004","이촌1주차장","3239","224897","2021/04"
"PLT-010","잠원1-6주차장","110704","9451630","2021/04"
"PLT-005","뚝섬3주차장","13590","1221166","2021/04"
"PLT-005","뚝섬4주차장","23292","2073411","2021/04"
"PLT-003","망원1주차장","12575","999861","2021/04"
"PLT-005","뚝섬1주차장","7459","533344","2021/04"
"PLT-006","광나루12주차장","28186","2073544","2021/04"
"PLT-006","광나루12주차장","28186","2073544","2021/04"
"PLT-004","이촌34주차장","37619","3121246","2021/04"
"PLT-009","반포1주차장","36933","2241015","2021/04"
"PLT-005","뚝섬2주차장","27393","2839600","2021/04"
"PLT-001","강서1주차장","6965","570505","2021/04"
"PLT-003","망원23주차장","26510","2474548","2021/04"
"PLT-007","양화345주차장","41602","2896583","2021/04"
"PLT-005","뚝섬1주차장","7459","533344","2021/04"
"PLT-008","여의도5주차장","9095","2796442","2021/04"
"PLT-005","뚝섬4주차장","23292","2073411","2021/04"
"PLT-004","이촌1주차장","3239","224897","2021/04"
"PLT-009","반포1주차장","36933","2241015","2021/04"
"PLT-005","뚝섬2주차장","27393","2839600","2021/04"
"PLT-001","강서1주차장","6965","570505","2021/04"
"PLT-008","여의도3주차장","37225","9425225","2021/04"
"PLT-007","양화2주차장","2609","252041","2021/04"
"PLT-006","광나루3주차장","22223","1345109","2021/04"
"PLT-008","여의도5주차장","9095","2796442","2021/04"
"PLT-008","여의도1주차장","86054","10001001","2021/04"
"PLT-006","광나루12주차장","28186","2073544","2021/04"
"PLT-008","여의도5주차장","9095","2796442","2021/04"
"PLT-008","여의도3주차장","37225","9425225","2021/04"
"PLT-010","잠원1-6주차장","110704","9451630","2021/04"
"PLT-005","뚝섬3주차장","13590","1221166","2021/04"
"PLT-005","뚝섬4주차장","23292","2073411","2021/04"
"PLT-005","뚝섬4주차장","23292","2073411","2021/04"
"PLT-005","뚝섬3주차장","13590","1221166","2021/04"
"PLT-010","잠원1-6주차장","110704","9451630","2021/04"
"PLT-003","망원1주차장","12575","999861","2021/04"
"PLT-010","잠원1-6주차장","110704","9451630","2021/04"
"PLT-005","뚝섬3주차장","13590","1221166","2021/04"
"PLT-005","뚝섬4주차장","23292","2073411","2021/04"
"PLT-003","망원1주차장","12575","999861","2021/04"
"PLT-004","이촌2주차장","12798","870511","2021/04"
"PLT-007","양화1주차장","12204","1083018","2021/04"
"PLT-004","이촌1주차장","3239","224897","2021/04"
"PLT-005","뚝섬3주차장","13590","1221166","2021/04"
"PLT-010","잠원1-6주차장","110704","9451630","2021/04"
"PLT-009","반포1주차장","36933","2241015","2021/04"
"PLT-005","뚝섬2주차장","27393","2839600","2021/04"
"PLT-001","강서1주차장","6965","570505","2021/04"
"PLT-005","뚝섬1주차장","7459","533344","2021/04"
"PLT-003","망원1주차장","12575","999861","2021/04"
"PLT-006","광나루12주차장","28186","2073544","2021/04"
"PLT-008","여의도5주차장","9095","2796442","2021/04"
"PLT-007","양화2주차장","2609","252041","2021/04"
"PLT-008","여의도3주차장","37225","9425225","2021/04"
"PLT-001","강서1주차장","6965","570505","2021/04"
"PLT-005","뚝섬2주차장","27393","2839600","2021/04"
"PLT-009","반포1주차장","36933","2241015","2021/04"
"PLT-004","이촌1주차장","3239","224897","2021/04"
"PLT-003","망원1주차장","12575","999861","2021/04"
"PLT-009","반포23주차장","86253","6082502","2021/04"
"PLT-002","난지123주차장","66325","3347319","2021/04"
"PLT-004","이촌2주차장","12798","870511","2021/04"
"PLT-007","양화1주차장","12204","1083018","2021/04"
"PLT-006","광나루12주차장","28186","2073544","2021/04"
"PLT-008","여의도5주차장","9095","2796442","2021/04"
"PLT-005","뚝섬1주차장","7459","533344","2021/04"
"PLT-006","광나루12주차장","28186","2073544","2021/04"
"PLT-008","여의도5주차장","9095","2796442","2021/04"
"PLT-007","양화2주차장","2609","252041","2021/04"
"PLT-008","여의도2주차장","40717","5071084","2021/04"
"PLT-008","여의도4주차장","5568","1713819","2021/04"
"PLT-008","여의도1주차장","86054","10001001","2021/04"
"PLT-004","이촌34주차장","37619","3121246","2021/04"
"PLT-011","잠실1234주차장","107116","6872543","2021/04"
"PLT-005","뚝섬1주차장","7459","533344","2021/04"
"PLT-007","양화2주차장","2609","252041","2021/04"
"PLT-006","광나루3주차장","22223","1345109","2021/04"
"PLT-007","양화345주차장","41602","2896583","2021/04"
"PLT-003","망원23주차장","26510","2474548","2021/04"
"PLT-008","여의도3주차장","37225","9425225","2021/04"
"PLT-010","잠원1-6주차장","110704","9451630","2021/04"
"PLT-007","양화2주차장","2609","252041","2021/04"
"PLT-005","뚝섬3주차장","13590","1221166","2021/04"
"PLT-011","잠실1234주차장","107116","6872543","2021/04"
"PLT-008","여의도2주차장","40717","5071084","2021/04"
"PLT-008","여의도4주차장","5568","1713819","2021/04"
"PLT-008","여의도1주차장","86054","10001001","2021/04"
"PLT-004","이촌34주차장","37619","3121246","2021/04"
"PLT-011","잠실1234주차장","107116","6872543","2021/04"
"PLT-005","뚝섬1주차장","7459","533344","2021/04"
"PLT-008","여의도4주차장","5568","1713819","2021/04"
"PLT-011","잠실1234주차장","107116","6872543","2021/04"
"PLT-004","이촌34주차장","37619","3121246","2021/04"
"PLT-006","광나루12주차장","28186","2073544","2021/04"
"PLT-004","이촌34주차장","37619","3121246","2021/04"
"PLT-008","여의도3주차장","37225","9425225","2021/04"
"PLT-001","강서1주차장","6965","570505","2021/04"
"PLT-005","뚝섬2주차장","27393","2839600","2021/04"
"PLT-009","반포1주차장","36933","2241015","2021/04"
"PLT-004","이촌1주차장","3239","224897","2021/04"
"PLT-003","망원23주차장","26510","2474548","2021/04"
"PLT-007","양화2주차장","2609","252041","2021/04"
"PLT-003","망원1주차장","12575","999861","2021/04"
"PLT-007","양화345주차장","41602","2896583","2021/04"
"PLT-006","광나루3주차장","22223","1345109","2021/04"
"PLT-008","여의도3주차장","37225","9425225","2021/04"
"PLT-001","강서1주차장","6965","570505","2021/04"
"PLT-008","여의도1주차장","86054","10001001","2021/04"
"PLT-008","여의도4주차장","5568","1713819","2021/04"
"PLT-006","광나루12주차장","28186","2073544","2021/04"
"PLT-009","반포23주차장","86253","6082502","2021/04"
"PLT-002","난지123주차장","66325","3347319","2021/04"
"PLT-004","이촌2주차장","12798","870511","2021/04"
"PLT-007","양화1주차장","12204","1083018","2021/04"
"PLT-005","뚝섬2주차장","27393","2839600","2021/04"
"PLT-009","반포1주차장","36933","2241015","2021/04"
"PLT-005","뚝섬4주차장","23292","2073411","2021/04"
"PLT-003","망원1주차장","12575","999861","2021/04"
"PLT-008","여의도2주차장","40717","5071084","2021/04"
"PLT-008","여의도2주차장","40717","5071084","2021/04"
"PLT-008","여의도4주차장","5568","1713819","2021/04"
"PLT-004","이촌1주차장","3239","224897","2021/04"
"PLT-008","여의도3주차장","37225","9425225","2021/04"
"PLT-001","강서1주차장","6965","570505","2021/04"
"PLT-005","뚝섬2주차장","27393","2839600","2021/04"
"PLT-009","반포1주차장","36933","2241015","2021/04"
"PLT-007","양화2주차장","2609","252041","2021/04"
"PLT-003","망원1주차장","12575","999861","2021/04"
"PLT-006","광나루3주차장","22223","1345109","2021/04"
"PLT-007","양화345주차장","41602","2896583","2021/04"
"PLT-004","이촌1주차장","3239","224897","2021/04"
"PLT-008","여의도2주차장","40717","5071084","2021/04"
"PLT-005","뚝섬4주차장","23292","2073411","2021/04"
"PLT-005","뚝섬3주차장","13590","1221166","2021/04"
"PLT-010","잠원1-6주차장","110704","9451630","2021/04"
"PLT-005","뚝섬1주차장","7459","533344","2021/04"
"PLT-008","여의도2주차장","40717","5071084","2021/04"
"PLT-008","여의도4주차장","5568","1713819","2021/04"
"PLT-008","여의도1주차장","86054","10001001","2021/04"
"PLT-004","이촌34주차장","37619","3121246","2021/04"
"PLT-003","망원23주차장","26510","2474548","2021/04"
"PLT-003","망원1주차장","12575","999861","2021/04"
"PLT-011","잠실1234주차장","107116","6872543","2021/04"
"PLT-008","여의도2주차장","40717","5071084","2021/04"
"PLT-008","여의도4주차장","5568","1713819","2021/04"
"PLT-008","여의도1주차장","86054","10001001","2021/04"
"PLT-004","이촌34주차장","37619","3121246","2021/04"
"PLT-011","잠실1234주차장","107116","6872543","2021/04"
"PLT-008","여의도5주차장","9095","2796442","2021/04"
"PLT-004","이촌1주차장","3239","224897","2021/04"
"PLT-009","반포1주차장","36933","2241015","2021/04"
"PLT-005","뚝섬2주차장","27393","2839600","2021/04"
"PLT-008","여의도2주차장","40717","5071084","2021/04"
"PLT-008","여의도4주차장","5568","1713819","2021/04"
"PLT-008","여의도1주차장","86054","10001001","2021/04"
"PLT-004","이촌34주차장","37619","3121246","2021/04"
"PLT-004","이촌1주차장","3239","224897","2021/04"
"PLT-011","잠실1234주차장","107116","6872543","2021/04"
